product	AUS	CaOx	DCT	DCT_DHICA	DHICA_ox	TYR	binuclear_AspCuB	binuclear_TyrCuA	binuclear_TyrCuB	biosynthetic	hemocyanin	mononuclear_AspCuB_Zn	mononuclear_CuA_loss	mononuclear_CuB_loss	mononuclear_LeuCuA	mononuclear_ProCuB	neither_Microbispora	neither_liverfluke	oAPO	oMP
saci homology domain	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
sad1-interacting factor 3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sco family protein	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sda1-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
sdr family oxidoreductase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
sds23/moc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
secondary metabolism regulator lae1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
sep protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
sepiapterin reductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
serine carboxypeptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
serine protease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
serine threonine kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1
serine-type carboxypeptidase f precursor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
serine/threonine protein kinase	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	1
serine/threonine-protein kinase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
serine/threonine-protein kinase pak 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
serine/threonine-protein kinase srpk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
set domain containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
set domain-containing protein	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	3
set domain-containing protein 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
set methyltransferase domain containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
sgnh hydrolase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
sgnh hydrolase-type esterase domain-containing protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
sh3 domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
short chain dehydrogenase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	8
short chain dehydrogenase/reductase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
short-chain dehydrogenase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	6
short-chain dehydrogenase/reductase trope	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
short-chain dehydrogenase/reductase, putative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
single-stranded dna-binding protein	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
sirohem biosynthesis protein c-terminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
slik1 protein	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slik5 protein	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slik6 protein	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slit and ntrk like family member 5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slit and ntrk like family member 6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slit and ntrk-like protein 1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slit and ntrk-like protein 5	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
slit and ntrk-like protein 6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
small copii coat gtpase sar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
sn-1,2-diacylglycerol ethanolamine- and cholinephosphotransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
snf2 family helicase/atpase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
snf2 family helicase/atpase pasg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
snf2 family n-terminal domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11
snoal-like domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
snpc3 protein	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
snrna-activating protein complex subunit 3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sodium calcium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
sodium potassium-transporting atpase subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
sodium/hydrogen exchanger family-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
sodium/potassium-transporting atpase subunit alpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
sodium/potassium-transporting atpase subunit alpha-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
solute carrier family 40 member 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
som1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
sox14 factor	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sox21 factor	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sox21 isoform 1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spermine/spermidine synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
sphingoid long-chain base transporter rsb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
spindle pole body interacting protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21
spoc like c-terminal domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
spx domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
spy2 protein	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
squalene cyclase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
squalene epoxidase-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
sry-box transcription factor 21	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sterol 24-c-methyltransferase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
sterol uptake control protein 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
streptomycin biosynthesis protein stri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
structural maintenance of chromosomes protein 2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
subtilisin-like protease	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
subtilisin-like protease sbt1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
subtilisin-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
succinate dehydrogenase flavoprotein subunit	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
succinate dehydrogenase fumarate flavoprotein subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
sugar (and other) transporter	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
sugar transporter	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	20
surf4 family-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
surface-anchored protein	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sx21b factor	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
symplekin tight junction protein c terminal-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
synaptopodin-2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
synaptopodin-2 myopodin	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
synaptopodin-2-like isoform x1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
synaptotagmin-like protein 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
syntaxin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
t-complex 11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
t-complex protein 1 subunit beta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tachykinin family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
tagatose 1,6-diphosphate aldolase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tam domain methyltransferase	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16
tartrate transporter	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
tcb1 transposase	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tdp-glucose 4,6-dehydratase	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
terpenoid synthase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tetr family transcriptional regulator	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
tetr/acrr family transcriptional regulator	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
tetracycline efflux (otrb)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7
tetratricopeptide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
tetratricopeptide repeat domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tetratricopeptide repeat protein	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tetratricopeptide repeat protein 39b	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tfda family taurine catabolism dioxygenase taud	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tgds dehydratase	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tgds isoform 1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thermostable alkaline protease precursor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
thiamine diphosphate-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
thioester reductase domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
thioesterase-like superfamily-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
thiol methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
thiol-specific monooxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
thiolase, n-terminal domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
thioredoxin reductase	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
thioredoxin-like protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7
tkl protein kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
tonb-dependent receptor	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
topoisomerase 1-associated factor 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
tpr domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
transcript variant x1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript variant x2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript variant x3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript variant x4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript variant x5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript variant x7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcription factor	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
transcription factor iiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
transcription factor opi1-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1
transcription factor sox-21	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcription factor sox-21-b	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcription factor subunit med10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
transcriptional activator hap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
transcriptional regulator	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	1
transcriptional regulator sdnm	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
transcriptional regulatory protein moc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
transferase	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
transferase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
translation initiation factor eif3 subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
transmembrane fragile-x-f protein	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
transmembrane gtpase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transmembrane gtpase fzo1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
transmembrane protein	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0
transmembrane protein, putative	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
transport protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
transport protein avl9-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
transporter	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
transposase	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
trar/dksa family transcriptional regulator	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trascription factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
trehalase-domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
trehalose utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
tri7-trichothecene biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
tri8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
triacylglycerol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
trichodiene oxygenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
trichodiene synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
trichothecene c-15 hydroxylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
trichothecene efflux pump	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
trimeric lpxa-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
tripeptidyl-peptidase sed1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
trna (guanine(37)-n1)-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
trna-guanine transglycosylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
trypsin-like peptidase domain-containing protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
tryptophan synthase beta subunit-like plp-dependent enzyme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
tryptophan--trna ligase, mitochondrial	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tt39b protein	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
type i protein arginine methyltransferase	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
type ii toxin-antitoxin system vapc family toxin	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tyrosinase	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	2	21	1
tyrosinase cofactor	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
tyrosinase family member	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
tyrosinase family member (tyr-3)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0
tyrosinase family oxidase copper chaperone	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
tyrosinase related protein 1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tyrosinase tyrosinase: common central domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
tyrosinase-like protein 1	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
tyrosinase-like protein 2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tyrosinase-like protein orsc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tyrosinase-like protein tyr-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
tyrosinase-like protein tyr-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
tyrosine kinase specific for activated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
tyrosine-protein phosphatase non-receptor type 9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tyrosine-type recombinase/integrase	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
tyrosyl-dna phosphodiesterase	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ubid family decarboxylase	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
ubiquitin conjugating enzyme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ubiquitin-conjugating enzyme	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7
ubiquitin-conjugating enzyme e2 35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
udp- transferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
udp-galactopyranose mutase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
udp-glucose:glycoprotein glucosyltransferase 2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
udp-n-acetylglucosamine transferase subunit alg13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
uggg2 glucosyltransferase	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uhrf2 ligase	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unc93-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
uncharacterised protein family upf0489	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
uncharacterized conserved protein	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
universal stress protein	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
universal stress protein uspa	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
unnamed protein product	0	0	0	1	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	1
upf0489 domain	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
upf0658 golgi apparatus membrane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
upf0658 golgi apparatus membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
uroporphyrin-iii c-methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
vacuolar protein sorting-associated protein 11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
vacuolar zn-iron permease	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
vanillyl-alcohol oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
vegetative incompatibility protein het-e-1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	11
voc family protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
voltage gated chloride channel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
vps53-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
wd domain, g-beta repeat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
wd domain-containing protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5
wd repeat domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
wd repeat protein-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
wd repeat-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
wd40 repeat-like protein	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	7
wd40-repeat-containing domain protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16
winged helix-turn-helix domain-containing protein	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
wsc domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
x-pro dipeptidyl-peptidase c-terminal non-catalytic domain-containing protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
xenobiotic compound family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
xyloglucanase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ysc84-like protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
zdh21 palmitoyltransferase	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zinc finger protein dzip1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zinc finger, ring/fyve/phd-type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
zinc-binding alcohol dehydrogenase family protein	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zinc-binding dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
zinc-binding oxidoreductase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
zinc-regulated transporter 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
zinc-type alcohol dehydrogenase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
zip zinc transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
