accession,kingdom,phylum,genus
Q3ZI22,Animals,Chordata,Boana
Q3ZI23,Animals,Chordata,Dendropsophus
Q3ZI24,Animals,Chordata,Megastomatohyla
Q3ZI25,Animals,Chordata,Rheohyla
Q3ZI26,Animals,Chordata,Dendropsophus
Q3ZI27,Animals,Chordata,Ecnomiohyla
Q3ZI28,Animals,Chordata,Exerodonta
Q3ZI29,Animals,Chordata,Bokermannohyla
Q3ZI30,Animals,Chordata,Boana
Q3ZI31,Animals,Chordata,Aplastodiscus
Q3ZI32,Animals,Chordata,Boana
Q3ZI33,Animals,Chordata,Boana
Q3ZI34,Animals,Chordata,Boana
Q3ZI35,Animals,Chordata,Dendropsophus
Q3ZI36,Animals,Chordata,Nesorohyla
Q3ZI37,Animals,Chordata,Dryophytes
Q3ZI38,Animals,Chordata,Bokermannohyla
Q3ZI39,Animals,Chordata,Dryophytes
Q3ZI40,Animals,Chordata,Dendropsophus
Q3ZI41,Animals,Chordata,Dryophytes
Q3ZI42,Animals,Chordata,Dryophytes
Q3ZI43,Animals,Chordata,Dryophytes
Q3ZI44,Animals,Chordata,Boana
Q3ZI45,Animals,Chordata,Dendropsophus
Q3ZI46,Animals,Chordata,Ptychohyla
Q3ZI47,Animals,Chordata,Sarcohyla
Q3ZI48,Animals,Chordata,Boana
Q3ZI49,Animals,Chordata,Boana
Q3ZI50,Animals,Chordata,Hyloscirtus
Q3ZI51,Animals,Chordata,Bokermannohyla
Q3ZI52,Animals,Chordata,Dryophytes
Q3ZI53,Animals,Chordata,Exerodonta
Q3ZI54,Animals,Chordata,Hyloscirtus
Q3ZI55,Animals,Chordata,Dendropsophus
Q3ZI56,Animals,Chordata,Sarcohyla
Q3ZI57,Animals,Chordata,Aplastodiscus
Q3ZI58,Animals,Chordata,Boana
Q3ZI59,Animals,Chordata,Bromeliohyla
Q3ZI60,Animals,Chordata,Boana
Q3ZI61,Animals,Chordata,Sarcohyla
Q3ZI62,Animals,Chordata,Dendropsophus
Q3ZI63,Animals,Chordata,Dendropsophus
Q3ZI64,Animals,Chordata,Dryophytes
Q3ZI65,Animals,Chordata,Hyloscirtus
Q3ZI66,Animals,Chordata,Aplastodiscus
Q3ZI67,Animals,Chordata,Dryophytes
Q3ZI68,Animals,Chordata,Sarcohyla
Q3ZI69,Animals,Chordata,Hyla
Q3ZI70,Animals,Chordata,Hyla
Q3ZI71,Animals,Chordata,Dryophytes
Q3ZI72,Animals,Chordata,Dendropsophus
Q3ZI73,Animals,Chordata,Aplastodiscus
Q3ZI74,Animals,Chordata,Boana
Q3ZI75,Animals,Chordata,Gastrotheca
Q3ZI76,Animals,Chordata,Gastrotheca
Q3ZI77,Animals,Chordata,Flectonotus
Q3ZI78,Animals,Chordata,Fejervarya
Q3ZI79,Animals,Chordata,Eupsophus
Q3ZI80,Animals,Chordata,Yunganastes
Q3ZI81,Animals,Chordata,Duellmanohyla
Q3ZI82,Animals,Chordata,Duellmanohyla
Q3ZI83,Animals,Chordata,Dendrobates
Q3ZI84,Animals,Chordata,Crossodactylus
Q3ZI85,Animals,Chordata,Corythomantis
Q3ZI86,Animals,Chordata,Nymphargus
Q3ZI87,Animals,Chordata,Batrachyla
Q3ZI88,Animals,Chordata,Atelognathus
Q3ZI89,Animals,Chordata,Nyctimantis
Q3ZI90,Animals,Chordata,Aplastodiscus
Q3ZI91,Animals,Chordata,Aplastodiscus
Q3ZI92,Animals,Chordata,Nyctimantis
Q3ZI93,Animals,Chordata,Triprion
Q3ZI94,Animals,Chordata,Adenomera
Q3ZI95,Animals,Chordata,Acris
Q3ZI96,Animals,Chordata,Acris
Q40774,Plants,Streptophyta,Phytolacca
Q40775,Plants,Streptophyta,Phytolacca
Q41388,Plants,Streptophyta,Spinacia
Q41427,Plants,Streptophyta,Solanum
Q41428,Plants,Streptophyta,Solanum
Q41486,Plants,Streptophyta,Solanum
Q45NF5,Plants,Streptophyta,Euterpe
Q49QX8,Animals,Platyhelminthes,Schistosoma
Q4R1H1,Animals,Chordata,Sus
Q4R1H2,Animals,Chordata,Sus
Q4R1H3,Animals,Chordata,Sus
Q4R1H4,Animals,Chordata,Sus
Q4R1H5,Animals,Chordata,Sus
Q4R1H6,Animals,Chordata,Sus
Q4S0B7,Animals,Chordata,Tetraodon
Q4SAP5,Animals,Chordata,Tetraodon
Q4SFX1,Animals,Chordata,Tetraodon
Q4SWD1,Animals,Chordata,Tetraodon
Q4SYI3,Animals,Chordata,Tetraodon
Q4V7Z3,Animals,Chordata,Xenopus
Q4WFT7,Fungi,Ascomycota,Aspergillus
Q4WQR9,Fungi,Ascomycota,Aspergillus
Q54QT0,Other Eukaryota,Evosea,Dictyostelium
Q54QT1,Other Eukaryota,Evosea,Dictyostelium
Q56N25,Plants,Streptophyta,Physcomitrium
Q58XH0,Animals,Chordata,Felis
Q58XH3,Animals,Chordata,Felis
Q58XH4,Animals,Chordata,Felis
Q58XH5,Animals,Chordata,Felis
Q59IX4,Animals,Chordata,Oryzias
Q59IX5,Animals,Chordata,Adrianichthys
Q59IX6,Animals,Chordata,Oryzias
Q59IX7,Animals,Chordata,Oryzias
Q59IX8,Animals,Chordata,Oryzias
Q59IY0,Animals,Chordata,Oryzias
Q59IY1,Animals,Chordata,Oryzias
Q59IY2,Animals,Chordata,Oryzias
Q59IY3,Animals,Chordata,Oryzias
Q59IY4,Animals,Chordata,Oryzias
Q59IY5,Animals,Chordata,Oryzias
Q59IY6,Animals,Chordata,Oryzias
Q59IY7,Animals,Chordata,Oryzias
Q59IY8,Animals,Chordata,Oryzias
Q59IY9,Animals,Chordata,Oryzias
Q59IZ0,Animals,Chordata,Oryzias
Q59IZ1,Animals,Chordata,Oryzias
Q59IZ2,Animals,Chordata,Oryzias
Q59IZ3,Animals,Chordata,Oryzias
Q59IZ4,Animals,Chordata,Oryzias
Q59IZ5,Animals,Chordata,Oryzias
Q59IZ6,Animals,Chordata,Oryzias
Q59IZ7,Animals,Chordata,Oryzias
Q59IZ8,Animals,Chordata,Oryzias
Q59IZ9,Animals,Chordata,Cheilopogon
Q59J00,Animals,Chordata,Cololabis
Q5AQP2,Fungi,Ascomycota,Aspergillus
Q5ATE5,Fungi,Ascomycota,Aspergillus
Q5AUW8,Fungi,Ascomycota,Aspergillus
Q5AXC0,Fungi,Ascomycota,Aspergillus
Q5AZ38,Fungi,Ascomycota,Aspergillus
Q5B2B9,Fungi,Ascomycota,Aspergillus
Q5B9I1,Fungi,Ascomycota,Aspergillus
Q5BDR2,Fungi,Ascomycota,Aspergillus
Q5BGU9,Fungi,Ascomycota,Aspergillus
Q5DB10,Animals,Platyhelminthes,Schistosoma
Q5DHS0,Animals,Platyhelminthes,Schistosoma
Q5ENY2,Plants,Streptophyta,Ipomoea
Q5G1J6,Plants,Streptophyta,Prunus
Q5G1L3,Plants,Streptophyta,Prunus
Q5G1L4,Plants,Streptophyta,Prunus
Q5LTK9,Bacteria,Pseudomonadota,Ruegeria
Q5MCI6,Bacteria,Bacillota,Bacillus
Q5N973,Plants,Streptophyta,Oryza
Q5S264,Plants,Streptophyta,Camellia
Q5TLV0,Animals,Chordata,Neolamprologus
Q5TLV1,Animals,Chordata,Lamprologus
Q5TLV2,Animals,Chordata,Haplochromis
Q5TLV3,Animals,Chordata,Dimidiochromis
Q5TLV4,Animals,Chordata,Altolamprologus
Q5VKL9,Animals,Chordata,Oreochromis
Q5VKM0,Animals,Chordata,Oreochromis
Q5VKM2,Animals,Chordata,Lepisosteus
Q5VKM5,Animals,Chordata,Gnathonemus
Q5VKM9,Animals,Chordata,Elops
Q5VKN4,Animals,Chordata,Acipenser
Q5VKN7,Animals,Chordata,Xenopus
Q5VM57,Bacteria,Pseudomonadota,Marinomonas
Q63JI5,Bacteria,Pseudomonadota,Burkholderia
Q64ID7,Animals,Chordata,Mus
Q65Z70,Fungi,Basidiomycota,Polyporus
Q66NX3,Plants,Streptophyta,Populus
Q66NX4,Plants,Streptophyta,Populus
Q68NI4,Plants,Streptophyta,Camellia
Q6DGE4,Animals,Chordata,Danio
Q6EH49,Bacteria,Bacillota,Bacillus
Q6GN92,Animals,Chordata,Xenopus
Q6LES1,Animals,Chordata,Homo
Q6PLQ7,Plants,Streptophyta,Triticum
Q6PLQ8,Plants,Streptophyta,Triticum
Q6PLQ9,Plants,Streptophyta,Triticum
Q6PLR0,Plants,Streptophyta,Triticum
Q6PLR1,Plants,Streptophyta,Triticum
Q6QA78,Animals,Chordata,Sus
Q6R3L2,Plants,Streptophyta,Triticum
Q6SS53,Bacteria,Bacillota,Bacillus
Q6UIL3,Plants,Streptophyta,Larrea
Q6VF37,Animals,Chordata,Hynobius
Q6VF38,Animals,Chordata,Xenopus
Q6VF39,Animals,Chordata,Hymenochirus
Q6VF40,Animals,Chordata,Pipa
Q6VF41,Animals,Chordata,Sooglossus
Q6VF42,Animals,Chordata,Leptodactylus
Q6VF43,Animals,Chordata,Heterixalus
Q6VF44,Animals,Chordata,Tachycnemis
Q6VF45,Animals,Chordata,Petropedetes
Q6VF46,Animals,Chordata,Arthroleptis
Q6VF47,Animals,Chordata,Leptopelis
Q6VF48,Animals,Chordata,Astylosternus
Q6VF49,Animals,Chordata,Ptychadena
Q6VF50,Animals,Chordata,Boophis
Q6VF51,Animals,Chordata,Blommersia
Q6VF52,Animals,Chordata,Mantidactylus
Q6VF53,Animals,Chordata,Amnirana
Q6VF54,Animals,Chordata,Chiromantis
Q6VF55,Animals,Chordata,Alytes
Q6VXG0,Animals,Chordata,Pelophylax
Q6VXG1,Animals,Chordata,Glandirana
Q6VXG2,Animals,Chordata,Nanorana
Q6VXG3,Animals,Chordata,Hoplobatrachus
Q6VXG4,Animals,Chordata,Staurois
Q6VXG5,Animals,Chordata,Meristogenys
Q6VXG6,Animals,Chordata,Meristogenys
Q6VXG7,Animals,Chordata,Hylarana
Q6VXG8,Animals,Chordata,Limnonectes
Q6VXG9,Animals,Chordata,Pulchrana
Q6VXH0,Animals,Chordata,Odorrana
Q6VXH1,Animals,Chordata,Amolops
Q6VXH2,Animals,Chordata,Sylvirana
Q6VXH3,Animals,Chordata,Nanorana
Q6VXH4,Animals,Chordata,Quasipaa
Q6VXH5,Animals,Chordata,Hylarana
Q6VXH6,Animals,Chordata,Pelophylax
Q6VXH7,Animals,Chordata,Rana
Q6VXH8,Animals,Chordata,Lithobates
Q6VXH9,Animals,Chordata,Ingerana
Q6VXI0,Animals,Chordata,Nyctibatrachus
Q6VXI1,Animals,Chordata,Occidozyga
Q6VXI2,Animals,Chordata,Hylarana
Q6VXI3,Animals,Chordata,Quasipaa
Q6VXI4,Animals,Chordata,Nanorana
Q6VXI5,Animals,Chordata,Indirana
Q6VXI6,Animals,Chordata,Amnirana
Q6VXI7,Animals,Chordata,Arthroleptis
Q6VXI8,Animals,Chordata,Leptopelis
Q6VXI9,Animals,Chordata,Trichobatrachus
Q6WWJ8,Animals,Platyhelminthes,Schistosoma
Q6YHK5,Plants,Streptophyta,Ananas
Q6YHK7,Plants,Streptophyta,Ananas
Q6ZXV3,Plants,Streptophyta,Solanum
Q6ZYB5,Plants,Streptophyta,Solanum
Q70KX7,Animals,Porifera,Suberites
Q70LX4,Animals,Chordata,Hoplobatrachus
Q74NN3,Bacteria,Bacillota,Bacillus
Q75W62,Animals,Chordata,Oncorhynchus
Q762J0,Animals,Chordata,Oncorhynchus
Q76DK7,Animals,Chordata,Xenopus
Q76DK8,Animals,Chordata,Xenopus
Q76DK9,Animals,Chordata,Xenopus
Q76DT9,Animals,Mollusca,Illex
Q76DU0,Animals,Mollusca,Illex
Q76MY2,Animals,Chordata,Pelodiscus
Q79Z38,Bacteria,Actinomycetota,Streptomyces
Q79ZK1,Bacteria,Actinomycetota,Streptomyces
Q7F4S6,Plants,Streptophyta,Oryza
Q7NT03,Bacteria,Pseudomonadota,Chromobacterium
Q7NXK8,Bacteria,Pseudomonadota,Chromobacterium
Q7PCK9,Animals,Chordata,Equus
Q7S0E7,Fungi,Ascomycota,Neurospora
Q7S218,Fungi,Ascomycota,Neurospora
Q7S4R1,Fungi,Ascomycota,Neurospora
Q7SFK3,Fungi,Ascomycota,Neurospora
Q7SZL1,Animals,Chordata,Danio
Q7X9D0,Plants,Streptophyta,Pyrus
Q7XPQ5,Plants,Streptophyta,Oryza
Q7XPQ6,Plants,Streptophyta,Oryza
Q7XPQ9,Plants,Streptophyta,Oryza
Q7XPR0,Plants,Streptophyta,Oryza
Q7Y249,Plants,Streptophyta,Medicago
Q7YT36,Animals,Mollusca,Sepia
Q7YWB1,Animals,Mollusca,Sepia
Q7ZT43,Animals,Chordata,Carassius
Q7ZYE8,Animals,Chordata,Xenopus
Q825U2,Bacteria,Actinomycetota,Streptomyces
Q82V60,Bacteria,Pseudomonadota,Nitrosomonas
Q83WS2,Bacteria,Actinomycetota,Streptomyces
Q84YH9,Plants,Streptophyta,Trifolium
Q84YI0,Plants,Streptophyta,Trifolium
Q84YI1,Plants,Streptophyta,Trifolium
Q863E7,Animals,Chordata,Sus
Q868D0,Animals,Chordata,Halocynthia
Q868D1,Animals,Chordata,Halocynthia
Q870S6,Fungi,Ascomycota,Neurospora
Q876W6,Fungi,Ascomycota,Fusarium
Q876X8,Fungi,Ascomycota,Fusarium
Q8BSF9,Animals,Chordata,Mus
Q8FPM1,Bacteria,Actinomycetota,Corynebacterium
Q8HXS0,Animals,Chordata,Bos
Q8HYK5,Animals,Chordata,Canis
Q8IS71,Animals,Mollusca,Euprymna
Q8J130,Fungi,Ascomycota,Aspergillus
Q8J2V6,Fungi,Ascomycota,Fusarium
Q8KIL0,Bacteria,Pseudomonadota,Rhizobium
Q8LRN3,Plants,Streptophyta,Triticum
Q8MIU0,Animals,Chordata,Bos
Q8QGN0,Animals,Chordata,Takifugu
Q8QGN1,Animals,Chordata,Takifugu
Q8QGS2,Animals,Chordata,Coturnix
Q8T777,Animals,Chordata,Branchiostoma
Q8UUJ5,Animals,Chordata,Coturnix
Q8UWC4,Animals,Chordata,Pelodiscus
Q8WN57,Animals,Chordata,Bos
Q8XZA3,Bacteria,Pseudomonadota,Ralstonia
Q8Y2J8,Bacteria,Pseudomonadota,Ralstonia
Q91436,Animals,Chordata,Gallus
Q91XK0,Animals,Chordata,Mus
Q92396,Fungi,Ascomycota,Podospora
Q92LD3,Bacteria,Pseudomonadota,Sinorhizobium
Q93HK5,Bacteria,Actinomycetota,Streptomyces
Q93HL2,Bacteria,Actinomycetota,Streptomyces
Q93XM8,Plants,Streptophyta,Malus
Q948S3,Plants,Streptophyta,Pyrus
Q94KC2,Plants,Streptophyta,Populus
Q95119,Animals,Chordata,Bos
Q95J87,Animals,Chordata,Canis
Q95JD8,Animals,Chordata,Bos
Q95M39,Animals,Chordata,Equus
Q95MD6,Animals,Chordata,Bos
Q95MP9,Animals,Chordata,Bos
Q95XC6,Animals,Nematoda,Caenorhabditis
Q96TI3,Fungi,Basidiomycota,Lentinula
Q98TS7,Animals,Chordata,Takifugu
Q98U18,Animals,Chordata,Raorchestes
Q98U19,Animals,Chordata,Pseudophilautus
Q98U20,Animals,Chordata,Pseudophilautus
Q98U21,Animals,Chordata,Rhacophorus
Q98U22,Animals,Chordata,Polypedates
Q98U23,Animals,Chordata,Indirana
Q98U24,Animals,Chordata,Indirana
Q98U25,Animals,Chordata,Micrixalus
Q98U26,Animals,Chordata,Micrixalus
Q98U27,Animals,Chordata,Rana
Q98U28,Animals,Chordata,Indosylvirana
Q98U29,Animals,Chordata,Clinotarsus
Q98U30,Animals,Chordata,Limnonectes
Q98U31,Animals,Chordata,Lankanectes
Q98U32,Animals,Chordata,Nyctibatrachus
Q98U33,Animals,Chordata,Nyctibatrachus
Q98U34,Animals,Chordata,Nannophrys
Q98U35,Animals,Chordata,Euphlyctis
Q98U36,Animals,Chordata,Sphaerotheca
Q98U37,Animals,Chordata,Hoplobatrachus
Q98U38,Animals,Chordata,Fejervarya
Q98U39,Animals,Chordata,Minervarya
Q98U40,Animals,Chordata,Laliostoma
Q98U41,Animals,Chordata,Boophis
Q98U42,Animals,Chordata,Boophis
Q98U43,Animals,Chordata,Aglyptodactylus
Q98U44,Animals,Chordata,Mantidactylus
Q98U45,Animals,Chordata,Mantella
Q98U46,Animals,Chordata,Uperodon
Q98U47,Animals,Chordata,Microhyla
Q98U48,Animals,Chordata,Hyperolius
Q9AU62,Plants,Streptophyta,Ananas
Q9AU63,Plants,Streptophyta,Ananas
Q9BDE0,Animals,Chordata,Gorilla
Q9F1K7,Bacteria,Actinomycetota,Streptomyces
Q9FQ81,Plants,Streptophyta,Populus
Q9FRX6,Plants,Streptophyta,Antirrhinum
Q9FYX9,Plants,Streptophyta,Camellia
Q9GKM6,Animals,Chordata,Macaca
Q9GKM8,Animals,Chordata,Macaca
Q9GKN0,Animals,Chordata,Macaca
Q9GLR8,Animals,Chordata,Rhinopithecus
Q9GLS0,Animals,Chordata,Trachypithecus
Q9GLS2,Animals,Chordata,Trachypithecus
Q9GLS4,Animals,Chordata,Rhinopithecus
Q9GLS6,Animals,Chordata,Trachypithecus
Q9GLS8,Animals,Chordata,Pygathrix
Q9GLT0,Animals,Chordata,Pan
Q9GLT2,Animals,Chordata,Pongo
Q9GLT4,Animals,Chordata,Nasalis
Q9GLT6,Animals,Chordata,Rhinopithecus
Q9GLT8,Animals,Chordata,Macaca
Q9GLU0,Animals,Chordata,Macaca
Q9GLU2,Animals,Chordata,Nomascus
Q9GLU4,Animals,Chordata,Hoolock
Q9GLU8,Animals,Chordata,Colobus
Q9GLV0,Animals,Chordata,Pan
Q9GLV2,Animals,Chordata,Papio
Q9GLV4,Animals,Chordata,Macaca
Q9IBH8,Animals,Chordata,Coturnix
Q9KYH2,Bacteria,Actinomycetota,Streptomyces
Q9MB14,Plants,Streptophyta,Ipomoea
Q9MYI7,Animals,Chordata,Oryctolagus
Q9MZ48,Animals,Chordata,Sus
Q9MZA6,Animals,Chordata,Equus
Q9PSV0,Animals,Chordata,Gallus
Q9PTB2,Animals,Chordata,Ictalurus
Q9PTV3,Animals,Chordata,Oryzias
Q9PTV4,Animals,Chordata,Oryzias
Q9PVM7,Animals,Chordata,Oryzias
Q9PVM8,Animals,Chordata,Oryzias
Q9PVM9,Animals,Chordata,Oryzias
Q9PVN0,Animals,Chordata,Oryzias
Q9ST28,Plants,Streptophyta,Solanum
Q9TWR9,Animals,Chordata,Pyura
Q9XSG9,Animals,Chordata,Capra
Q9XUS8,Animals,Nematoda,Caenorhabditis
Q9ZN72,Bacteria,Actinomycetota,Streptomyces
Q9ZP19,Plants,Streptophyta,Ipomoea
Q9ZQU8,Plants,Streptophyta,Pseudocydonia
Q9ZQU9,Plants,Streptophyta,Eriobotrya
Q9ZQV0,Plants,Streptophyta,Prunus
Q9ZQV1,Plants,Streptophyta,Pyrus
Q9ZQV2,Plants,Streptophyta,Pyrus
R0D4R7,Bacteria,Pseudomonadota,Caulobacter
R0IDE3,Fungi,Ascomycota,Exserohilum
R0IPL7,Fungi,Ascomycota,Exserohilum
R0ISP9,Fungi,Ascomycota,Exserohilum
R0J3T8,Fungi,Ascomycota,Exserohilum
R0J445,Fungi,Ascomycota,Exserohilum
R0JQK0,Fungi,Ascomycota,Exserohilum
R0JX03,Fungi,Ascomycota,Exserohilum
R0KBT6,Fungi,Ascomycota,Exserohilum
R0KFE9,Fungi,Ascomycota,Exserohilum
R0KL62,Fungi,Ascomycota,Exserohilum
R0KLC6,Fungi,Ascomycota,Exserohilum
R0KM99,Animals,Chordata,Anas
R0KRE9,Fungi,Ascomycota,Exserohilum
R0KX33,Fungi,Microsporidia,Nosema
R0LGS5,Animals,Chordata,Anas
R0LWL7,Animals,Chordata,Anas
R0M3P9,Fungi,Microsporidia,Nosema
R1CU85,Other Eukaryota,Haptophyta,Emiliania
R1CV39,Other Eukaryota,Haptophyta,Emiliania
R1D043,Other Eukaryota,Haptophyta,Emiliania
R1D9S6,Other Eukaryota,Haptophyta,Emiliania
R1DG64,Other Eukaryota,Haptophyta,Emiliania
R1DV14,Other Eukaryota,Haptophyta,Emiliania
R1DY80,Other Eukaryota,Haptophyta,Emiliania
R1E1C7,Other Eukaryota,Haptophyta,Emiliania
R1E2E0,Other Eukaryota,Haptophyta,Emiliania
R1EHE7,Other Eukaryota,Haptophyta,Emiliania
R1EQM2,Fungi,Ascomycota,Neofusicoccum
R1ERX8,Fungi,Ascomycota,Neofusicoccum
R1EVH1,Fungi,Ascomycota,Neofusicoccum
R1EWT9,Other Eukaryota,Haptophyta,Emiliania
R1EXG5,Fungi,Ascomycota,Neofusicoccum
R1FZK3,Fungi,Ascomycota,Neofusicoccum
R1GBN1,Fungi,Ascomycota,Neofusicoccum
R1GBS3,Fungi,Ascomycota,Neofusicoccum
R1GCB4,Fungi,Ascomycota,Neofusicoccum
R1GGH2,Fungi,Ascomycota,Neofusicoccum
R1GNX8,Fungi,Ascomycota,Neofusicoccum
R1GTU2,Fungi,Ascomycota,Neofusicoccum
R1GVS4,Fungi,Ascomycota,Neofusicoccum
R1GX64,Fungi,Ascomycota,Neofusicoccum
R4JDV1,Plants,Streptophyta,Nicotiana
R4JGK9,Plants,Streptophyta,Cynara
R4JJP5,Animals,Chordata,Macrogenioglottus
R4JN05,Animals,Chordata,Eupsophus
R4JRR4,Animals,Chordata,Crossodactylodes
R4JU39,Animals,Chordata,Eupsophus
R4Z4Y5,Bacteria,Actinomycetota,Candidatus Neomicrothrix
R7QH23,Other Eukaryota,Rhodophyta,Chondrus
R7THS2,Animals,Annelida,Capitella
R7UB97,Animals,Annelida,Capitella
R7VC10,Animals,Annelida,Capitella
R7YGC4,Fungi,Ascomycota,Coniosporium
R7YJT1,Fungi,Ascomycota,Coniosporium
R7YPG2,Fungi,Ascomycota,Coniosporium
R8BCN1,Fungi,Ascomycota,Phaeoacremonium
R8BG35,Fungi,Ascomycota,Phaeoacremonium
R8BHX9,Fungi,Ascomycota,Phaeoacremonium
R8BLV2,Fungi,Ascomycota,Phaeoacremonium
R8BP83,Fungi,Ascomycota,Phaeoacremonium
R8BPJ4,Fungi,Ascomycota,Phaeoacremonium
R8BQN2,Fungi,Ascomycota,Phaeoacremonium
R8BXV7,Fungi,Ascomycota,Phaeoacremonium
R8BXZ3,Fungi,Ascomycota,Phaeoacremonium
R8Y290,Bacteria,Pseudomonadota,Acinetobacter
R9AEL9,Fungi,Basidiomycota,Wallemia
R9AFG7,Fungi,Basidiomycota,Wallemia
R9AFJ4,Fungi,Basidiomycota,Wallemia
R9GPF3,Bacteria,Bacteroidota,Arcticibacter
R9PG88,Fungi,Basidiomycota,Pseudozyma
R9PI15,Fungi,Basidiomycota,Pseudozyma
R9PXQ3,Animals,Chordata,Gallus
R9RGF6,Plants,Streptophyta,Trifolium
R9RHI4,Plants,Streptophyta,Trifolium
S0DPA1,Fungi,Ascomycota,Fusarium
S0DQZ0,Fungi,Ascomycota,Fusarium
S0DWQ5,Fungi,Ascomycota,Fusarium
S0E8H5,Fungi,Ascomycota,Fusarium
S0EA40,Fungi,Ascomycota,Fusarium
S0EDX6,Fungi,Ascomycota,Fusarium
S0EEI5,Fungi,Ascomycota,Fusarium
S0EEY2,Fungi,Ascomycota,Fusarium
S0EGM3,Fungi,Ascomycota,Fusarium
S0EGX6,Fungi,Ascomycota,Fusarium
S0EJD0,Fungi,Ascomycota,Fusarium
S0EK23,Fungi,Ascomycota,Fusarium
S0EKK4,Fungi,Ascomycota,Fusarium
S0EMH8,Fungi,Ascomycota,Fusarium
S3BZ48,Fungi,Ascomycota,Ophiostoma
S3C8M1,Fungi,Ascomycota,Ophiostoma
S3CMF3,Fungi,Ascomycota,Glarea
S3CQU7,Fungi,Ascomycota,Glarea
S3D1Q3,Fungi,Ascomycota,Glarea
S3D3I7,Fungi,Ascomycota,Glarea
S3D5D0,Fungi,Ascomycota,Glarea
S3D5Y0,Fungi,Ascomycota,Glarea
S3D638,Fungi,Ascomycota,Glarea
S3D6U4,Fungi,Ascomycota,Glarea
S3D743,Fungi,Ascomycota,Glarea
S3D8W9,Fungi,Ascomycota,Glarea
S3D9K4,Fungi,Ascomycota,Glarea
S3DEW7,Fungi,Ascomycota,Glarea
S3DFC4,Fungi,Ascomycota,Glarea
S3DJB8,Fungi,Ascomycota,Glarea
S3DLT6,Fungi,Ascomycota,Glarea
S3E0P4,Fungi,Ascomycota,Glarea
S3E4E9,Fungi,Ascomycota,Glarea
S3ZAM0,Bacteria,Actinomycetota,Streptomyces
S3ZGJ1,Bacteria,Actinomycetota,Streptomyces
S4MKR0,Bacteria,Actinomycetota,Streptomyces
S4N0V7,Bacteria,Actinomycetota,Streptomyces
S4N2R1,Bacteria,Actinomycetota,Streptomyces
S4R8Z7,Animals,Chordata,Petromyzon
S4R8Z8,Animals,Chordata,Petromyzon
S4XVF0,Bacteria,Myxococcota,Sorangium
S4Y1J2,Bacteria,Myxococcota,Sorangium
S5QBT9,Animals,Mollusca,Pinctada
S5U8V9,Animals,Mollusca,Pinctada
S5UXE3,Bacteria,Actinomycetota,Streptomyces
S5V3F0,Bacteria,Actinomycetota,Streptomyces
S7NH62,Animals,Chordata,Myotis
S7NJT8,Animals,Chordata,Myotis
S7PBE6,Animals,Chordata,Myotis
S7QB03,Fungi,Basidiomycota,Gloeophyllum
S7RR67,Fungi,Basidiomycota,Gloeophyllum
S7XPV6,Fungi,Microsporidia,Spraguea
S7XR03,Fungi,Microsporidia,Spraguea
S7ZFU9,Fungi,Ascomycota,Penicillium
S7ZHB0,Fungi,Ascomycota,Penicillium
S7ZZK0,Fungi,Ascomycota,Dactylellina
S7ZZM5,Fungi,Ascomycota,Dactylellina
S8A5L9,Fungi,Ascomycota,Dactylellina
S8A895,Fungi,Ascomycota,Dactylellina
S8AAI6,Fungi,Ascomycota,Dactylellina
S8AC60,Fungi,Ascomycota,Dactylellina
S8AEK3,Fungi,Ascomycota,Dactylellina
S8AEV1,Fungi,Ascomycota,Dactylellina
S8AFU7,Fungi,Ascomycota,Dactylellina
S8AGJ7,Fungi,Ascomycota,Dactylellina
S8AP44,Fungi,Ascomycota,Dactylellina
S8AP51,Fungi,Ascomycota,Dactylellina
S8APL2,Fungi,Ascomycota,Dactylellina
S8AQJ6,Fungi,Ascomycota,Dactylellina
S8ARG7,Fungi,Ascomycota,Dactylellina
S8ARG8,Fungi,Ascomycota,Penicillium
S8ARX9,Fungi,Ascomycota,Dactylellina
S8AXM2,Fungi,Ascomycota,Dactylellina
S8BJJ0,Fungi,Ascomycota,Dactylellina
S8BPF4,Fungi,Ascomycota,Dactylellina
S8BPP4,Fungi,Ascomycota,Dactylellina
S8BRY2,Fungi,Ascomycota,Dactylellina
S8BTP5,Plants,Streptophyta,Genlisea
S8BUF7,Fungi,Ascomycota,Dactylellina
S8BUN8,Fungi,Ascomycota,Dactylellina
S8BXK9,Fungi,Ascomycota,Dactylellina
S8BXW0,Plants,Streptophyta,Genlisea
S8BZR0,Fungi,Ascomycota,Dactylellina
S8C046,Fungi,Ascomycota,Dactylellina
S8C518,Fungi,Ascomycota,Dactylellina
S8CE74,Fungi,Ascomycota,Dactylellina
S8DUL4,Fungi,Basidiomycota,Fomitopsis
S8EQQ2,Fungi,Basidiomycota,Fomitopsis
S8FTY5,Fungi,Basidiomycota,Fomitopsis
S9NZH2,Bacteria,Myxococcota,Cystobacter
T0JT42,Fungi,Ascomycota,Colletotrichum
T0JUI2,Fungi,Ascomycota,Colletotrichum
T0JVN9,Fungi,Ascomycota,Colletotrichum
T0JYF1,Fungi,Ascomycota,Colletotrichum
T0JYN4,Fungi,Ascomycota,Colletotrichum
T0JZ71,Fungi,Ascomycota,Colletotrichum
T0K2E8,Fungi,Ascomycota,Colletotrichum
T0K2Z3,Fungi,Ascomycota,Colletotrichum
