accession,kingdom,phylum,genus
T0K4C0,Fungi,Ascomycota,Colletotrichum
T0K7H3,Fungi,Ascomycota,Colletotrichum
T0K8W7,Fungi,Ascomycota,Colletotrichum
T0KJ59,Fungi,Ascomycota,Colletotrichum
T0KJY4,Fungi,Ascomycota,Colletotrichum
T0KK41,Fungi,Ascomycota,Colletotrichum
T0KKD1,Fungi,Ascomycota,Colletotrichum
T0KME4,Fungi,Ascomycota,Colletotrichum
T0KPY1,Fungi,Ascomycota,Colletotrichum
T0KRD6,Fungi,Ascomycota,Colletotrichum
T0KXE4,Fungi,Ascomycota,Colletotrichum
T0KXU6,Fungi,Ascomycota,Colletotrichum
T0L3F7,Fungi,Ascomycota,Colletotrichum
T0L588,Fungi,Ascomycota,Colletotrichum
T0L638,Fungi,Ascomycota,Colletotrichum
T0L9H3,Fungi,Ascomycota,Colletotrichum
T0L9N2,Fungi,Ascomycota,Colletotrichum
T0LHS0,Fungi,Ascomycota,Colletotrichum
T0LNC9,Fungi,Ascomycota,Colletotrichum
T0LT65,Fungi,Ascomycota,Colletotrichum
T0LV79,Fungi,Ascomycota,Colletotrichum
T0LZJ0,Fungi,Ascomycota,Colletotrichum
T0M5N6,Fungi,Ascomycota,Colletotrichum
T0MBK9,Fungi,Ascomycota,Colletotrichum
T0MGC7,Fungi,Microsporidia,Vairimorpha
T0PKY7,Oomycota,Oomycota,Saprolegnia
T0PNV2,Oomycota,Oomycota,Saprolegnia
T0PRD1,Oomycota,Oomycota,Saprolegnia
T0PU14,Oomycota,Oomycota,Saprolegnia
T0PYC1,Oomycota,Oomycota,Saprolegnia
T0Q7G0,Oomycota,Oomycota,Saprolegnia
T0QAK3,Oomycota,Oomycota,Saprolegnia
T0QF04,Oomycota,Oomycota,Saprolegnia
T0QTS1,Oomycota,Oomycota,Saprolegnia
T0QV32,Oomycota,Oomycota,Saprolegnia
T0QVH9,Oomycota,Oomycota,Saprolegnia
T0QXV8,Oomycota,Oomycota,Saprolegnia
T0R5J2,Oomycota,Oomycota,Saprolegnia
T0RZX0,Oomycota,Oomycota,Saprolegnia
T0S5P9,Oomycota,Oomycota,Saprolegnia
T0S9R0,Oomycota,Oomycota,Saprolegnia
T1F079,Animals,Annelida,Helobdella
T1KFL4,Animals,Arthropoda,Tetranychus
T1L2J4,Animals,Arthropoda,Tetranychus
T1L569,Animals,Arthropoda,Tetranychus
T1R1V7,Animals,Chordata,Hyperolius
T1R1W4,Animals,Chordata,Hyperolius
T1R1X0,Animals,Chordata,Hyperolius
T1R204,Animals,Chordata,Hyperolius
T1R209,Animals,Chordata,Hyperolius
T1R218,Animals,Chordata,Hyperolius
T1R221,Animals,Chordata,Hyperolius
T1R228,Animals,Chordata,Hyperolius
T1R232,Animals,Chordata,Hyperolius
T1R239,Animals,Chordata,Hyperolius
T1R249,Animals,Chordata,Hyperolius
T1R262,Animals,Chordata,Hyperolius
T1R269,Animals,Chordata,Hyperolius
T1R2K8,Animals,Chordata,Hyperolius
T1R2K9,Animals,Chordata,Hyperolius
T1R2L2,Animals,Chordata,Hyperolius
T1R2L4,Animals,Chordata,Hyperolius
T1R2L5,Animals,Chordata,Hyperolius
T1R2L7,Animals,Chordata,Hyperolius
T1R2L9,Animals,Chordata,Hyperolius
T1R2M0,Animals,Chordata,Hyperolius
T1R2M2,Animals,Chordata,Hyperolius
T1R2M3,Animals,Chordata,Hyperolius
T1R2M4,Animals,Chordata,Hyperolius
T1R2M5,Animals,Chordata,Hyperolius
T1R2M6,Animals,Chordata,Hyperolius
T1R2M7,Animals,Chordata,Hyperolius
T1R2M8,Animals,Chordata,Hyperolius
T1R2N0,Animals,Chordata,Hyperolius
T1R2N1,Animals,Chordata,Hyperolius
T1R2N2,Animals,Chordata,Hyperolius
T1R2N5,Animals,Chordata,Hyperolius
T1W2P0,Animals,Chordata,Cacosternum
T1W2P9,Animals,Chordata,Cacosternum
T1W2Q3,Animals,Chordata,Cacosternum
T1W2Q9,Animals,Chordata,Cacosternum
T1W2S2,Animals,Chordata,Cacosternum
T1W2T3,Animals,Chordata,Cacosternum
T1W2T9,Animals,Chordata,Cacosternum
T1W341,Animals,Chordata,Cacosternum
T1W347,Animals,Chordata,Cacosternum
T1W363,Animals,Chordata,Cacosternum
T1W367,Animals,Chordata,Cacosternum
T1W372,Animals,Chordata,Cacosternum
T1W378,Animals,Chordata,Cacosternum
T1W393,Animals,Chordata,Cacosternum
T1W3A9,Animals,Chordata,Cacosternum
T1W3C2,Animals,Chordata,Cacosternum
T1W3D6,Animals,Chordata,Cacosternum
T1W3E5,Animals,Chordata,Cacosternum
T1W3F0,Animals,Chordata,Cacosternum
T1W3F5,Animals,Chordata,Cacosternum
T1W3L4,Plants,Streptophyta,Malus
T1W3Q9,Animals,Chordata,Cacosternum
T1W3R5,Animals,Chordata,Cacosternum
T1W3T5,Animals,Chordata,Cacosternum
T1W3T9,Animals,Chordata,Cacosternum
T1W3U4,Animals,Chordata,Cacosternum
T1W3V4,Animals,Chordata,Cacosternum
T1W3W3,Animals,Chordata,Cacosternum
T1W4H5,Animals,Chordata,Cacosternum
T1W4I1,Animals,Chordata,Cacosternum
T1W4I6,Animals,Chordata,Cacosternum
T1W4J6,Animals,Chordata,Cacosternum
T1W4K1,Animals,Chordata,Cacosternum
T1W4M0,Animals,Chordata,Cacosternum
T1W4M4,Animals,Chordata,Cacosternum
T1W4M8,Animals,Chordata,Cacosternum
T2EVK6,Animals,Chordata,Sinosuthora
T2EVM1,Animals,Chordata,Sinosuthora
T2EVN2,Animals,Chordata,Sinosuthora
T2EVW4,Animals,Chordata,Sinosuthora
T2EWL2,Animals,Chordata,Sinosuthora
T2EWM1,Animals,Chordata,Sinosuthora
T2EWN3,Animals,Chordata,Paradoxornis
T2EWQ3,Animals,Chordata,Sinosuthora
T5A618,Fungi,Ascomycota,Ophiocordyceps
T5A6R2,Fungi,Ascomycota,Ophiocordyceps
T5ABD2,Fungi,Ascomycota,Ophiocordyceps
T5AEJ8,Fungi,Ascomycota,Ophiocordyceps
T5AFN0,Fungi,Ascomycota,Ophiocordyceps
T5AK82,Fungi,Ascomycota,Ophiocordyceps
T5AMH3,Fungi,Ascomycota,Ophiocordyceps
T5ANU5,Fungi,Ascomycota,Ophiocordyceps
U1G4R5,Fungi,Ascomycota,Endocarpon
U1GWY4,Fungi,Ascomycota,Endocarpon
U1HKV1,Fungi,Ascomycota,Endocarpon
U1HZ89,Fungi,Ascomycota,Endocarpon
U1I0C6,Fungi,Ascomycota,Endocarpon
U1TTP3,Bacteria,Pseudomonadota,Pseudomonas
U3AIJ7,Bacteria,Pseudomonadota,Limimaricola
U3BPS2,Bacteria,Pseudomonadota,Vibrio
U3IYZ3,Animals,Chordata,Anas
U3J195,Animals,Chordata,Anas
U3J2E9,Animals,Chordata,Anas
U3JPL0,Animals,Chordata,Ficedula
U3JV65,Animals,Chordata,Ficedula
U3JZL4,Animals,Chordata,Ficedula
U3M8N0,Animals,Chordata,Homo
U3M9D5,Animals,Chordata,Homo
U3M9J2,Animals,Chordata,Homo
U3PZQ5,Animals,Chordata,Strix
U3Q0A4,Animals,Chordata,Strix
U3Q7F3,Animals,Chordata,Strix
U3UB68,Plants,Streptophyta,Taraxacum
U3UB71,Plants,Streptophyta,Taraxacum
U3UB75,Plants,Streptophyta,Taraxacum
U3UB86,Plants,Streptophyta,Taraxacum
U4K751,Bacteria,Pseudomonadota,Vibrio
U4KVA3,Fungi,Ascomycota,Pyronema
U4KW98,Fungi,Ascomycota,Pyronema
U4L2I7,Fungi,Ascomycota,Pyronema
U4L6R9,Fungi,Ascomycota,Pyronema
U4L8S4,Fungi,Ascomycota,Pyronema
U4LB04,Fungi,Ascomycota,Pyronema
U4LBJ4,Fungi,Ascomycota,Pyronema
U4LH50,Fungi,Ascomycota,Pyronema
U4LKD9,Fungi,Ascomycota,Pyronema
U4LM96,Fungi,Ascomycota,Pyronema
U4LMI8,Fungi,Ascomycota,Pyronema
U4LUF5,Fungi,Ascomycota,Pyronema
U5U0P0,Animals,Mollusca,Magallana
U5Y3T5,Animals,Mollusca,Perna
U5Y417,Animals,Mollusca,Perna
U5Y4R7,Animals,Mollusca,Perna
U5Y6Q1,Animals,Mollusca,Perna
U5Y6V7,Animals,Mollusca,Perna
U6C8D7,Plants,Streptophyta,Taraxacum
U6DGF9,Animals,Chordata,Neogale
U7PL38,Fungi,Ascomycota,Sporothrix
U7PQI0,Fungi,Ascomycota,Sporothrix
U7PQY9,Fungi,Ascomycota,Sporothrix
U7PSB9,Fungi,Ascomycota,Sporothrix
U7PU60,Fungi,Ascomycota,Sporothrix
U7PUG4,Fungi,Ascomycota,Sporothrix
U7QK06,Bacteria,Cyanobacteriota,Lyngbya
V2UWG1,Bacteria,Pseudomonadota,Acinetobacter
V2X5U0,Fungi,Basidiomycota,Moniliophthora
V2X8M9,Fungi,Basidiomycota,Moniliophthora
V2XA83,Fungi,Basidiomycota,Moniliophthora
V2XB88,Fungi,Basidiomycota,Moniliophthora
V2XLW4,Fungi,Basidiomycota,Moniliophthora
V2XRY6,Fungi,Basidiomycota,Moniliophthora
V2YF49,Fungi,Basidiomycota,Moniliophthora
V2YHW2,Fungi,Basidiomycota,Moniliophthora
V3ZAB2,Animals,Mollusca,Lottia
V4A5X3,Animals,Mollusca,Lottia
V4AN59,Animals,Mollusca,Lottia
V4UJN9,Plants,Streptophyta,Citrus
V5EZJ3,Fungi,Basidiomycota,Kalmanozyma
V5F1K6,Fungi,Basidiomycota,Kalmanozyma
V5FME0,Fungi,Ascomycota,Paecilomyces
V5IPR9,Fungi,Ascomycota,Neurospora
V5NRA3,Plants,Streptophyta,Malus
V5NRT1,Plants,Streptophyta,Malus
V5RN20,Animals,Chordata,Euparkerella
V5RN31,Animals,Chordata,Euparkerella
V5RNC3,Animals,Chordata,Euparkerella
V5RNC7,Animals,Chordata,Euparkerella
V5RNN7,Animals,Chordata,Euparkerella
V5RNP1,Animals,Chordata,Euparkerella
V5RNP5,Animals,Chordata,Euparkerella
V5RNQ0,Animals,Chordata,Euparkerella
V5RNQ5,Animals,Chordata,Barycholos
V5RPL2,Animals,Chordata,Euparkerella
V5RPM0,Animals,Chordata,Euparkerella
V5RQE1,Animals,Chordata,Euparkerella
V5RQE5,Animals,Chordata,Euparkerella
V5RQF3,Animals,Chordata,Euparkerella
V5W6M5,Animals,Chordata,Crossodactylodes
V5W6N0,Animals,Chordata,Crossodactylodes
V5W6V0,Animals,Chordata,Crossodactylodes
V5W716,Animals,Chordata,Crossodactylodes
V6JSM7,Bacteria,Actinomycetota,Streptomyces
V6JZ27,Bacteria,Actinomycetota,Streptomyces
V7B2A0,Plants,Streptophyta,Phaseolus
V7BQF7,Plants,Streptophyta,Phaseolus
V7CMC6,Plants,Streptophyta,Phaseolus
V7D4V9,Bacteria,Pseudomonadota,Pseudomonas
V8N7A4,Animals,Chordata,Ophiophagus
V8NB85,Animals,Chordata,Ophiophagus
V8NN86,Animals,Chordata,Ophiophagus
V8PIJ2,Animals,Chordata,Ophiophagus
V9CZ59,Fungi,Ascomycota,Cladophialophora
V9CZH8,Fungi,Ascomycota,Cladophialophora
V9DEV2,Fungi,Ascomycota,Cladophialophora
V9DGU7,Fungi,Ascomycota,Cladophialophora
V9DYL0,Oomycota,Oomycota,Phytophthora
V9E917,Oomycota,Oomycota,Phytophthora
V9EB77,Oomycota,Oomycota,Phytophthora
V9ES37,Oomycota,Oomycota,Phytophthora
V9ES59,Oomycota,Oomycota,Phytophthora
V9ES63,Oomycota,Oomycota,Phytophthora
V9EUD3,Oomycota,Oomycota,Phytophthora
V9EVI6,Oomycota,Oomycota,Phytophthora
V9FDQ9,Oomycota,Oomycota,Phytophthora
V9FSW0,Oomycota,Oomycota,Phytophthora
V9FXW3,Oomycota,Oomycota,Phytophthora
V9P117,Animals,Chordata,Pulchrana
V9P119,Animals,Chordata,Hylarana
V9P124,Animals,Chordata,Pulchrana
V9P139,Animals,Chordata,Pulchrana
V9P154,Animals,Chordata,Pulchrana
V9P161,Animals,Chordata,Pulchrana
V9P174,Animals,Chordata,Pulchrana
V9P179,Animals,Chordata,Pulchrana
V9P183,Animals,Chordata,Pulchrana
V9P1S1,Animals,Chordata,Pulchrana
V9P1S4,Animals,Chordata,Pulchrana
V9P1T1,Animals,Chordata,Pulchrana
V9P1T7,Animals,Chordata,Pulchrana
V9P1U1,Animals,Chordata,Pulchrana
V9P1V1,Animals,Chordata,Pulchrana
V9P1V5,Animals,Chordata,Pulchrana
V9P1Y4,Animals,Chordata,Pulchrana
V9P206,Animals,Chordata,Pulchrana
V9P2B3,Animals,Chordata,Pulchrana
V9P2E2,Animals,Chordata,Pulchrana
V9P2E9,Animals,Chordata,Pulchrana
V9P2F2,Animals,Chordata,Pulchrana
V9P2G8,Animals,Chordata,Pulchrana
V9P2H1,Animals,Chordata,Hylarana
V9P2H2,Animals,Chordata,Pulchrana
V9P2K0,Animals,Chordata,Pulchrana
V9P2K5,Animals,Chordata,Pulchrana
V9P2L5,Animals,Chordata,Pulchrana
V9P2M1,Animals,Chordata,Pulchrana
V9P2M5,Animals,Chordata,Pulchrana
V9P2Z6,Animals,Chordata,Odorrana
V9P303,Animals,Chordata,Pulchrana
V9P320,Animals,Chordata,Pulchrana
V9P323,Animals,Chordata,Pulchrana
V9P325,Animals,Chordata,Pulchrana
V9P329,Animals,Chordata,Pulchrana
V9P331,Animals,Chordata,Pulchrana
V9P333,Animals,Chordata,Pulchrana
V9P344,Animals,Chordata,Pulchrana
V9V1D4,Bacteria,Pseudomonadota,Pseudomonas
V9VKN5,Plants,Streptophyta,Salvia
W0C8I7,Animals,Chordata,Cyprinus
W0C8N5,Animals,Chordata,Cyprinus
W0ICD0,Animals,Chordata,Crossodactylodes
W0V0D2,Bacteria,Pseudomonadota,Janthinobacterium
W2FLR6,Oomycota,Oomycota,Phytophthora
W2GGF7,Oomycota,Oomycota,Phytophthora
W2GGG1,Oomycota,Oomycota,Phytophthora
W2GIJ4,Oomycota,Oomycota,Phytophthora
W2GIT6,Oomycota,Oomycota,Phytophthora
W2H2U7,Oomycota,Oomycota,Phytophthora
W2HHV6,Oomycota,Oomycota,Phytophthora
W2HJL6,Oomycota,Oomycota,Phytophthora
W2HVG2,Oomycota,Oomycota,Phytophthora
W2I6U4,Oomycota,Oomycota,Phytophthora
W2I6Y9,Oomycota,Oomycota,Phytophthora
W2IN56,Oomycota,Oomycota,Phytophthora
W2IN87,Oomycota,Oomycota,Phytophthora
W2JQX0,Oomycota,Oomycota,Phytophthora
W2JZS2,Oomycota,Oomycota,Phytophthora
W2KB90,Oomycota,Oomycota,Phytophthora
W2KU99,Oomycota,Oomycota,Phytophthora
W2LF44,Oomycota,Oomycota,Phytophthora
W2LV84,Oomycota,Oomycota,Phytophthora
W2LWI5,Oomycota,Oomycota,Phytophthora
W2MH14,Oomycota,Oomycota,Phytophthora
W2N022,Oomycota,Oomycota,Phytophthora
W2N2M9,Oomycota,Oomycota,Phytophthora
W2P1H2,Oomycota,Oomycota,Phytophthora
W2P582,Oomycota,Oomycota,Phytophthora
W2PMT3,Oomycota,Oomycota,Phytophthora
W2PPJ1,Oomycota,Oomycota,Phytophthora
W2PX61,Oomycota,Oomycota,Phytophthora
W2PXC1,Oomycota,Oomycota,Phytophthora
W2PY30,Oomycota,Oomycota,Phytophthora
W2PZ52,Oomycota,Oomycota,Phytophthora
W2PZ72,Oomycota,Oomycota,Phytophthora
W2QNA1,Oomycota,Oomycota,Phytophthora
W2QR59,Oomycota,Oomycota,Phytophthora
W2QUM0,Oomycota,Oomycota,Phytophthora
W2REJ1,Oomycota,Oomycota,Phytophthora
W2RIM6,Fungi,Ascomycota,Cyphellophora
W2RM76,Fungi,Ascomycota,Cyphellophora
W2RPP6,Fungi,Ascomycota,Cyphellophora
W2SF58,Fungi,Ascomycota,Cyphellophora
W2SFY7,Animals,Nematoda,Necator
W2SHB1,Fungi,Ascomycota,Cyphellophora
W2SQV6,Animals,Nematoda,Necator
W2SRJ6,Animals,Nematoda,Necator
W2SUB3,Animals,Nematoda,Necator
W2SUY7,Animals,Nematoda,Necator
W2SVN6,Animals,Nematoda,Necator
W2SZ25,Animals,Nematoda,Necator
W2T672,Animals,Nematoda,Necator
W2TED7,Animals,Nematoda,Necator
W2TFB2,Animals,Nematoda,Necator
W2TLA4,Animals,Nematoda,Necator
W2TMF6,Animals,Nematoda,Necator
W2TU97,Animals,Nematoda,Necator
W2TVM1,Animals,Nematoda,Necator
W2TW11,Animals,Nematoda,Necator
W2URW0,Bacteria,Bacteroidota,Zhouia
W2VSG5,Oomycota,Oomycota,Phytophthora
W2W5P6,Oomycota,Oomycota,Phytophthora
W2W6T1,Oomycota,Oomycota,Phytophthora
W2WMR4,Oomycota,Oomycota,Phytophthora
W2WMX2,Oomycota,Oomycota,Phytophthora
W2WNV8,Oomycota,Oomycota,Phytophthora
W2WNW2,Oomycota,Oomycota,Phytophthora
W2WQJ5,Oomycota,Oomycota,Phytophthora
W2X949,Oomycota,Oomycota,Phytophthora
W2XNG3,Oomycota,Oomycota,Phytophthora
W2XSE9,Oomycota,Oomycota,Phytophthora
W2Y568,Oomycota,Oomycota,Phytophthora
W2YEN6,Oomycota,Oomycota,Phytophthora
W2YF51,Oomycota,Oomycota,Phytophthora
W2YZ13,Oomycota,Oomycota,Phytophthora
W2YZ17,Oomycota,Oomycota,Phytophthora
W2YZ31,Oomycota,Oomycota,Phytophthora
W2Z167,Oomycota,Oomycota,Phytophthora
W2Z179,Oomycota,Oomycota,Phytophthora
W2ZM87,Oomycota,Oomycota,Phytophthora
W2ZXC0,Oomycota,Oomycota,Phytophthora
W3A2G1,Oomycota,Oomycota,Phytophthora
W3VJT5,Fungi,Basidiomycota,Moesziomyces
W3VR61,Fungi,Basidiomycota,Moesziomyces
W3VU69,Fungi,Basidiomycota,Moesziomyces
W3WHQ6,Fungi,Ascomycota,Pestalotiopsis
W3WHW9,Fungi,Ascomycota,Pestalotiopsis
W3WIK4,Fungi,Ascomycota,Pestalotiopsis
W3WJ04,Fungi,Ascomycota,Pestalotiopsis
W3WJF9,Fungi,Ascomycota,Pestalotiopsis
W3WJV2,Fungi,Ascomycota,Pestalotiopsis
W3WKD9,Fungi,Ascomycota,Pestalotiopsis
W3WLE6,Fungi,Ascomycota,Pestalotiopsis
W3WNI1,Fungi,Ascomycota,Pestalotiopsis
W3WR60,Fungi,Ascomycota,Pestalotiopsis
W3WRL5,Fungi,Ascomycota,Pestalotiopsis
W3WRM3,Fungi,Ascomycota,Pestalotiopsis
W3WRX0,Fungi,Ascomycota,Pestalotiopsis
W3WT18,Fungi,Ascomycota,Pestalotiopsis
W3WUX2,Fungi,Ascomycota,Pestalotiopsis
W3WV79,Fungi,Ascomycota,Pestalotiopsis
W3WVA7,Fungi,Ascomycota,Pestalotiopsis
W3WWC9,Fungi,Ascomycota,Pestalotiopsis
W3WXR4,Fungi,Ascomycota,Pestalotiopsis
W3X0R7,Fungi,Ascomycota,Pestalotiopsis
W3X485,Fungi,Ascomycota,Pestalotiopsis
W3X4F2,Fungi,Ascomycota,Pestalotiopsis
W3X6M7,Fungi,Ascomycota,Pestalotiopsis
W3X6V1,Fungi,Ascomycota,Pestalotiopsis
W3X705,Fungi,Ascomycota,Pestalotiopsis
W3X9W2,Fungi,Ascomycota,Pestalotiopsis
W3XCJ7,Fungi,Ascomycota,Pestalotiopsis
W3XD13,Fungi,Ascomycota,Pestalotiopsis
W3XE83,Fungi,Ascomycota,Pestalotiopsis
W3XEG4,Fungi,Ascomycota,Pestalotiopsis
W3XEQ4,Fungi,Ascomycota,Pestalotiopsis
W3XG90,Fungi,Ascomycota,Pestalotiopsis
W3XGA5,Fungi,Ascomycota,Pestalotiopsis
W3XGL4,Fungi,Ascomycota,Pestalotiopsis
W3XGP6,Fungi,Ascomycota,Pestalotiopsis
W3XI34,Fungi,Ascomycota,Pestalotiopsis
W3XI87,Fungi,Ascomycota,Pestalotiopsis
W3XI99,Fungi,Ascomycota,Pestalotiopsis
W3XJJ2,Fungi,Ascomycota,Pestalotiopsis
W3XKA5,Fungi,Ascomycota,Pestalotiopsis
W3XKJ8,Fungi,Ascomycota,Pestalotiopsis
W3XL66,Fungi,Ascomycota,Pestalotiopsis
W3XN18,Fungi,Ascomycota,Pestalotiopsis
W3XNJ1,Fungi,Ascomycota,Pestalotiopsis
W3XNJ3,Fungi,Ascomycota,Pestalotiopsis
W3XP12,Fungi,Ascomycota,Pestalotiopsis
W3XPA1,Fungi,Ascomycota,Pestalotiopsis
W3XPS0,Fungi,Ascomycota,Pestalotiopsis
W3XQD5,Fungi,Ascomycota,Pestalotiopsis
W4FJK0,Oomycota,Oomycota,Aphanomyces
W4FKN0,Oomycota,Oomycota,Aphanomyces
W4FLQ6,Oomycota,Oomycota,Aphanomyces
W4FWJ0,Oomycota,Oomycota,Aphanomyces
W4FYI0,Oomycota,Oomycota,Aphanomyces
W4G5L6,Oomycota,Oomycota,Aphanomyces
W4G9A5,Oomycota,Oomycota,Aphanomyces
W4GBE5,Oomycota,Oomycota,Aphanomyces
W4GC36,Oomycota,Oomycota,Aphanomyces
W4GNY0,Oomycota,Oomycota,Aphanomyces
W4H0X6,Oomycota,Oomycota,Aphanomyces
W4H175,Oomycota,Oomycota,Aphanomyces
W4H234,Oomycota,Oomycota,Aphanomyces
W4H5H4,Oomycota,Oomycota,Aphanomyces
W4H5S0,Oomycota,Oomycota,Aphanomyces
W4HDG1,Oomycota,Oomycota,Aphanomyces
W4JMG0,Fungi,Basidiomycota,Heterobasidion
W4JV62,Fungi,Basidiomycota,Heterobasidion
W4K9G6,Fungi,Basidiomycota,Heterobasidion
W4LRD4,Bacteria,Candidatus Tectimicrobiota,Candidatus Entotheonella
W4M1T4,Bacteria,Candidatus Tectimicrobiota,Candidatus Entotheonella
W5K2X3,Animals,Chordata,Astyanax
W5KN36,Animals,Chordata,Astyanax
W5LQG8,Animals,Chordata,Astyanax
W5LQM7,Animals,Chordata,Astyanax
W5MBU1,Animals,Chordata,Lepisosteus
W5MJX9,Animals,Chordata,Lepisosteus
W5MJZ6,Animals,Chordata,Lepisosteus
W5N6T3,Animals,Chordata,Lepisosteus
W5N6U1,Animals,Chordata,Lepisosteus
W5U9Z6,Animals,Chordata,Ictalurus
W5UJ12,Animals,Chordata,Ictalurus
W5VG55,Animals,Chordata,Columba
W5VGJ7,Animals,Chordata,Columba
W5VXS2,Plants,Streptophyta,Musa
W6JHJ9,Animals,Chordata,Lepus
W6N995,Animals,Nematoda,Haemonchus
W6NCB7,Animals,Nematoda,Haemonchus
W6NGQ1,Animals,Nematoda,Haemonchus
W6NUQ7,Animals,Nematoda,Haemonchus
W6PUG4,Fungi,Ascomycota,Penicillium
W6Q1V5,Fungi,Ascomycota,Penicillium
W6Q643,Fungi,Ascomycota,Penicillium
W6QSG0,Fungi,Ascomycota,Penicillium
W6XMF7,Fungi,Ascomycota,Bipolaris
W6XT64,Fungi,Ascomycota,Bipolaris
W6XVD7,Fungi,Ascomycota,Bipolaris
W6XX21,Fungi,Ascomycota,Bipolaris
W6XZQ4,Fungi,Ascomycota,Bipolaris
W6Y2N7,Fungi,Ascomycota,Bipolaris
W6Y702,Fungi,Ascomycota,Bipolaris
W6YBA5,Fungi,Ascomycota,Bipolaris
W6YBJ6,Fungi,Ascomycota,Bipolaris
W6YLD1,Fungi,Ascomycota,Bipolaris
W6YLR7,Fungi,Ascomycota,Bipolaris
W6YQP8,Fungi,Ascomycota,Bipolaris
W6YRU7,Fungi,Ascomycota,Bipolaris
W6YW27,Fungi,Ascomycota,Bipolaris
W6YWL1,Fungi,Ascomycota,Bipolaris
W6YWU5,Fungi,Ascomycota,Bipolaris
W6Z236,Fungi,Ascomycota,Bipolaris
W6Z3W0,Fungi,Ascomycota,Bipolaris
W6ZAD4,Fungi,Ascomycota,Bipolaris
W6ZD78,Fungi,Ascomycota,Bipolaris
W6ZDT4,Fungi,Ascomycota,Bipolaris
W6ZFF3,Fungi,Ascomycota,Bipolaris
W6ZGP9,Fungi,Ascomycota,Bipolaris
W6ZHH7,Fungi,Ascomycota,Bipolaris
W6ZK40,Fungi,Ascomycota,Bipolaris
W7E6C1,Fungi,Ascomycota,Bipolaris
W7E9G0,Fungi,Ascomycota,Bipolaris
W7EAK6,Fungi,Ascomycota,Bipolaris
W7EC18,Fungi,Ascomycota,Bipolaris
W7EEN6,Fungi,Ascomycota,Bipolaris
W7EGG8,Fungi,Ascomycota,Bipolaris
W7ERT4,Fungi,Ascomycota,Bipolaris
W7EU75,Fungi,Ascomycota,Bipolaris
W7EVG9,Fungi,Ascomycota,Bipolaris
W7EWI4,Fungi,Ascomycota,Bipolaris
W7F0B3,Fungi,Ascomycota,Bipolaris
W7F0M8,Fungi,Ascomycota,Bipolaris
W7F1D8,Fungi,Ascomycota,Bipolaris
W7F796,Fungi,Ascomycota,Bipolaris
W7FBD9,Fungi,Ascomycota,Bipolaris
W7HRQ1,Fungi,Ascomycota,Drechslerella
W7HSW3,Fungi,Ascomycota,Drechslerella
W7HTX7,Fungi,Ascomycota,Drechslerella
W7HVJ8,Fungi,Ascomycota,Drechslerella
W7HXW7,Fungi,Ascomycota,Drechslerella
W7I510,Fungi,Ascomycota,Drechslerella
W7I5U6,Fungi,Ascomycota,Drechslerella
W7I6B5,Fungi,Ascomycota,Drechslerella
W7I6I3,Fungi,Ascomycota,Drechslerella
W7LIR1,Fungi,Ascomycota,Fusarium
W7M1Q0,Fungi,Ascomycota,Fusarium
W7M3P7,Fungi,Ascomycota,Fusarium
W7M987,Fungi,Ascomycota,Fusarium
W7MFI0,Fungi,Ascomycota,Fusarium
W7MGI9,Fungi,Ascomycota,Fusarium
W7MI76,Fungi,Ascomycota,Fusarium
W7MIU0,Fungi,Ascomycota,Fusarium
W7MIY9,Fungi,Ascomycota,Fusarium
W7MLF2,Fungi,Ascomycota,Fusarium
W7MRZ5,Fungi,Ascomycota,Fusarium
W7MUF6,Fungi,Ascomycota,Fusarium
W7MX41,Fungi,Ascomycota,Fusarium
W7MZL4,Fungi,Ascomycota,Fusarium
W7N1T7,Fungi,Ascomycota,Fusarium
W7N554,Fungi,Ascomycota,Fusarium
W7N7V8,Fungi,Ascomycota,Fusarium
W7TM70,Oomycota,,Nannochloropsis
W9BZD3,Fungi,Ascomycota,Sclerotinia
W9C6R2,Fungi,Ascomycota,Sclerotinia
W9C785,Fungi,Ascomycota,Sclerotinia
W9CSJ2,Fungi,Ascomycota,Sclerotinia
W9HIH8,Fungi,Ascomycota,Fusarium
W9HJD6,Fungi,Ascomycota,Fusarium
W9HKZ6,Fungi,Ascomycota,Fusarium
W9HLG3,Fungi,Ascomycota,Fusarium
W9HN79,Fungi,Ascomycota,Fusarium
W9HPI2,Fungi,Ascomycota,Fusarium
W9HTB0,Fungi,Ascomycota,Fusarium
W9HUN0,Fungi,Ascomycota,Fusarium
W9HWL9,Fungi,Ascomycota,Fusarium
W9HXK8,Fungi,Ascomycota,Fusarium
W9HYE1,Fungi,Ascomycota,Fusarium
W9HZT6,Fungi,Ascomycota,Fusarium
W9I5K7,Fungi,Ascomycota,Fusarium
W9ISQ6,Fungi,Ascomycota,Fusarium
W9IZV1,Fungi,Ascomycota,Fusarium
W9J626,Fungi,Ascomycota,Fusarium
W9J6Z4,Fungi,Ascomycota,Fusarium
W9JDD1,Fungi,Ascomycota,Fusarium
W9JDR4,Fungi,Ascomycota,Fusarium
W9JFU4,Fungi,Ascomycota,Fusarium
W9JHD7,Fungi,Ascomycota,Fusarium
W9JKK9,Fungi,Ascomycota,Fusarium
W9JRK0,Fungi,Ascomycota,Fusarium
W9JT86,Fungi,Ascomycota,Fusarium
